FRA,2012,OECD,51.42,0.02,55.07,0.02,58.18,0.03,59.30,0.02,61.53,0.02,61.95,0.04
GBR,2004,OECD,52.73,0.06,55.06,0.19,57.33,0.21,56.05,0.05,59.40,0.33,60.18,0.34
GBR,2007,OECD,52.90,0.06,55.29,0.17,57.47,0.17,56.16,0.05,59.44,0.25,60.27,0.26
GBR,2011,OECD,53.02,0.06,55.44,0.14,57.55,0.14,56.23,0.05,59.46,0.15,60.34,0.16
HUN,2010,OECD,39.74,0.05,48.54,0.06,54.01,0.08,51.20,0.04,56.68,0.07,57.37,0.10
HUN,2011,OECD,39.83,0.05,48.29,0.05,53.85,0.07,51.26,0.04,56.38,0.06,57.09,0.10
HUN,2012,OECD,39.92,0.05,48.04,0.05,53.69,0.07,51.32,0.04,56.07,0.06,56.79,0.09
HUN,2013,OECD,39.98,0.05,47.90,0.04,53.59,0.07,51.36,0.04,55.89,0.05,56.62,0.08
ISR,2008,OECD,53.53,0.16,56.38,0.21,58.87,0.21,57.41,0.14,60.33,0.20,61.14,0.21
ISR,2009,OECD,53.49,0.16,56.56,0.21,58.93,0.21,57.41,0.15,60.32,0.20,61.22,0.22
ISR,2010,OECD,53.46,0.16,56.78,0.21,59.01,0.20,57.39,0.14,60.28,0.20,61.29,0.21
ISR,2011,OECD,53.45,0.16,56.96,0.21,59.07,0.20,57.36,0.15,60.25,0.19,61.33,0.19
ISR,2012,OECD,53.45,0.16,57.05,0.21,59.11,0.19,57.34,0.15,60.23,0.20,61.35,0.18
ITA,2012,OECD,54.95,NA,56.76,NA,57.34,NA,58.87,NA,61.40,NA,62.39,NA
LVA,2011,OECD,40.81,0.16,45.69,0.09,52.35,0.17,49.93,0.18,55.07,0.08,58.27,0.16
LVA,2012,OECD,40.76,0.16,45.63,0.08,52.30,0.14,49.88,0.18,55.02,0.07,58.23,0.12
MEX,2010,OECD,49.14,0.01,50.08,0.06,53.94,0.05,54.20,0.01,56.67,0.07,56.87,0.07
NOR,1971,OECD,47.57,0.06,49.41,0.09,51.76,0.19,53.42,0.05,55.77,0.12,57.69,0.33
NOR,1972,OECD,47.61,0.06,49.41,0.08,51.76,0.18,53.50,0.05,55.77,0.11,57.65,0.40
NOR,1973,OECD,47.67,0.06,49.43,0.08,51.78,0.18,53.62,0.05,55.77,0.10,57.66,0.24
NOR,1974,OECD,47.74,0.06,49.47,0.08,51.83,0.19,53.76,0.05,55.80,0.10,57.71,0.27
NOR,1975,OECD,47.80,0.06,49.53,0.08,51.93,0.18,53.91,0.05,55.87,0.10,57.76,0.29
NOR,1976,OECD,47.83,0.06,49.59,0.08,52.06,0.17,54.05,0.05,55.96,0.09,57.76,0.23
NOR,1977,OECD,47.83,0.06,49.64,0.08,52.21,0.18,54.18,0.05,56.07,0.09,57.72,0.24
NOR,1978,OECD,47.83,0.06,49.68,0.08,52.36,0.18,54.31,0.05,56.17,0.09,57.68,0.22
NOR,1979,OECD,47.84,0.06,49.74,0.08,52.49,0.17,54.46,0.05,56.27,0.09,57.71,0.21
NOR,1980,OECD,47.87,0.06,49.82,0.08,52.58,0.17,54.61,0.05,56.36,0.09,57.85,0.20
NOR,1981,OECD,47.90,0.06,49.91,0.07,52.65,0.16,54.75,0.05,56.46,0.08,58.04,0.20
NOR,1982,OECD,47.92,0.06,49.97,0.08,52.71,0.16,54.84,0.05,56.55,0.08,58.20,0.23
NOR,1983,OECD,47.90,0.06,50.01,0.07,52.78,0.16,54.90,0.05,56.62,0.08,58.28,0.21
NOR,1984,OECD,47.87,0.06,50.04,0.07,52.84,0.15,54.91,0.05,56.68,0.08,58.31,0.20
NOR,1985,OECD,47.82,0.06,50.08,0.07,52.91,0.15,54.91,0.05,56.72,0.08,58.35,0.19
NOR,1986,OECD,47.79,0.06,50.15,0.07,53.03,0.15,54.88,0.05,56.75,0.08,58.41,0.20
NOR,1987,OECD,47.79,0.06,50.24,0.07,53.18,0.15,54.86,0.05,56.78,0.08,58.47,0.19
NOR,1988,OECD,47.83,0.06,50.36,0.07,53.36,0.14,54.86,0.05,56.82,0.07,58.54,0.18
NOR,1989,OECD,47.92,0.06,50.50,0.07,53.54,0.15,54.89,0.05,56.87,0.07,58.62,0.19
NOR,1990,OECD,48.04,0.07,50.65,0.07,53.69,0.14,54.95,0.05,56.95,0.07,58.69,0.19
NOR,1991,OECD,48.18,0.07,50.83,0.07,53.84,0.14,55.02,0.06,57.03,0.07,58.75,0.18
NOR,1992,OECD,48.31,0.07,51.03,0.07,54.03,0.14,55.11,0.06,57.12,0.07,58.84,0.17
NOR,1993,OECD,48.43,0.07,51.25,0.07,54.25,0.13,55.20,0.06,57.23,0.07,58.97,0.16
NOR,1994,OECD,48.54,0.07,51.49,0.07,54.50,0.14,55.27,0.06,57.37,0.07,59.13,0.17
NOR,1995,OECD,48.64,0.07,51.71,0.06,54.78,0.13,55.31,0.06,57.50,0.07,59.29,0.17
NOR,1996,OECD,48.71,0.07,51.92,0.07,55.04,0.13,55.34,0.06,57.62,0.07,59.45,0.16
NOR,1997,OECD,48.76,0.07,52.11,0.06,55.28,0.13,55.36,0.06,57.71,0.07,59.59,0.16
NOR,1998,OECD,48.82,0.07,52.30,0.06,55.50,0.13,55.40,0.06,57.80,0.07,59.71,0.16
NOR,1999,OECD,48.90,0.07,52.51,0.06,55.70,0.12,55.45,0.06,57.90,0.07,59.81,0.15
NOR,2000,OECD,49.02,0.07,52.74,0.06,55.91,0.12,55.50,0.06,58.02,0.07,59.91,0.15
NOR,2001,OECD,49.20,0.07,53.00,0.06,56.13,0.12,55.59,0.06,58.19,0.07,60.04,0.15
NOR,2002,OECD,49.44,0.07,53.29,0.06,56.39,0.12,55.70,0.06,58.38,0.06,60.20,0.15
NOR,2003,OECD,49.72,0.08,53.57,0.06,56.67,0.12,55.84,0.06,58.56,0.07,60.37,0.15
NOR,2004,OECD,50.01,0.08,53.83,0.06,56.92,0.12,55.98,0.06,58.72,0.07,60.54,0.15
NOR,2005,OECD,50.29,0.07,54.06,0.06,57.15,0.11,56.11,0.07,58.87,0.06,60.71,0.14
NOR,2006,OECD,50.54,0.08,54.26,0.06,57.36,0.11,56.22,0.07,59.03,0.06,60.87,0.13
NOR,2007,OECD,50.75,0.08,54.44,0.06,57.55,0.11,56.31,0.07,59.19,0.06,61.00,0.14
NOR,2008,OECD,50.92,0.08,54.59,0.06,57.70,0.11,56.37,0.07,59.32,0.06,61.09,0.14
NOR,2009,OECD,51.00,0.08,54.66,0.06,57.79,0.11,56.39,0.07,59.40,0.06,61.14,0.13
NOR,2007,Eurostat,50.90,0.08,54.85,0.06,7.92,0.11,56.52,0.07,59.67,0.07,61.46,0.15
NOR,2008,Eurostat,50.99,0.08,55.02,0.06,58.10,0.11,56.59,0.07,59.78,0.07,61.63,0.14
NOR,2009,Eurostat,51.13,0.08,55.26,0.06,58.29,0.12,56.66,0.07,59.86,0.07,61.83,0.15
NOR,2010,Eurostat,51.29,0.08,55.48,0.06,58.42,0.12,56.71,0.07,59.91,0.07,62.01,0.15
NOR,2011,Eurostat,51.44,0.08,55.63,0.07,58.46,0.11,56.72,0.07,59.94,0.06,62.13,0.14
NOR,2012,Eurostat,51.55,0.08,55.71,0.06,58.44,0.11,56.71,0.07,59.96,0.06,62.20,0.14
NOR,2013,Eurostat,51.60,0.08,55.75,0.06,58.42,0.10,56.70,0.07,59.98,0.06,62.22,0.13
NZL,2001,OECD,51.34,0.04,54.50,0.04,56.23,0.05,56.26,0.04,59.30,0.04,60.73,0.07
NZL,2006,OECD,51.36,0.04,54.54,0.05,56.24,0.04,56.28,0.04,59.33,0.05,60.75,0.06
POL,2010,OECD,42.53,0.04,47.72,0.02,55.61,0.06,53.20,0.03,55.88,0.03,59.87,0.09
POL,2011,OECD,42.58,0.04,47.47,0.02,55.35,0.05,53.18,0.03,55.59,0.02,59.50,0.07
POL,2012,OECD,42.64,0.04,47.22,0.02,55.09,0.05,53.16,0.03,55.28,0.02,59.12,0.06
POL,2013,OECD,42.67,0.04,47.07,0.02,54.94,0.04,53.15,0.03,55.11,0.02,58.90,0.06
SVK,2011,OECD,42.91,0.11,53.01,0.07,54.14,0.11,52.85,0.08,59.48,0.09,57.93,0.18
SVK,2012,OECD,42.91,0.11,52.99,0.06,54.13,0.11,52.84,0.08,59.46,0.07,57.91,0.16
SVK,2011,Eurostat,46.03,0.05,49.32,0.11,54.23,0.11,54.05,0.05,57.21,0.14,58.00,0.19
SVK,2012,Eurostat,46.96,0.05,48.17,0.09,54.22,0.11,54.38,0.05,56.48,0.11,57.98,0.17
SVK,2013,Eurostat,47.59,0.06,47.40,0.06,54.22,0.11,54.60,0.05,55.99,0.06,57.97,0.16
SVN,2011,OECD,48.86,0.12,53.71,0.08,57.79,0.17,56.93,0.09,60.50,0.10,62.45,0.26
SVN,2012,OECD,48.86,0.12,53.65,0.57,57.72,0.94,56.98,0.10,60.35,0.62,62.32,1.30
SVN,2013,OECD,48.86,0.12,53.61,0.08,57.67,0.17,57.01,0.09,60.24,0.10,62.24,0.25
SVN,2011,Eurostat,48.63,0.12,52.80,0.08,56.83,0.17,56.60,0.09,58.93,0.10,60.97,0.26
SVN,2012,Eurostat,48.63,0.12,52.81,0.08,56.83,0.18,56.60,0.09,58.93,0.10,60.98,0.25
SWE,2011,OECD,52.73,0.05,55.78,0.04,58.53,0.07,56.67,0.06,59.25,0.05,61.66,0.08
SWE,2012,OECD,52.71,0.06,55.84,0.04,58.61,0.07,56.65,0.05,59.30,0.05,61.68,0.08
SWE,2013,OECD,52.69,0.06,55.90,0.04,58.70,0.07,56.62,0.06,59.35,0.04,61.69,0.08
SWE,2014,OECD,52.68,0.07,55.93,0.04,58.75,0.07,56.61,0.07,59.38,0.04,61.70,0.07
SWE,2010,Eurostat,52.55,0.05,55.56,0.05,58.19,0.07,56.52,0.05,59.33,0.05,61.28,0.08
SWE,2011,Eurostat,52.45,0.05,55.68,0.04,58.22,0.07,56.24,0.05,59.58,0.05,61.32,0.08
SWE,2012,Eurostat,52.33,0.05,55.82,0.04,58.25,0.07,55.92,0.05,59.85,0.04,61.36,0.08
SWE,2013,Eurostat,52.26,0.06,55.90,0.04,58.26,0.07,55.73,0.06,60.02,0.05,61.38,0.08
TUR,2012,OECD,51.06,0.01,52.90,0.05,55.05,0.06,56.38,0.01,58.87,0.08,60.26,0.13
TUR,2013,OECD,51.05,0.01,52.89,0.05,55.05,0.06,56.37,0.01,58.87,0.08,60.26,0.12
USA,2011,OECD,49.08,0.01,52.17,0.01,56.33,0.01,54.18,0.01,56.41,0.01,58.20,0.01
USA,2012,OECD,49.11,0.01,52.19,0.01,56.35,0.01,54.20,0.01,56.42,0.01,58.22,0.01
